"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per"
"Nott'ham Forest","Nikola Milenković",8,720,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,24,0,0,0,0,0,0,0.05,0.04,0.08,0.05
"Nott'ham Forest","Morato",5,436,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0.01,0,0.01,0.01
"Nott'ham Forest","Murillo",5,379,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Dan Ndoye",7,492,1,1,2,1,0,0,0.2,0.2,0.6,0.7,29,9,54,0.18,0.18,0.37,0.18,0.37,0.03,0.11,0.14,0.03
"Nott'ham Forest","Ibrahim Sangaré",5,442,0,0,0,0,0,0,0.2,0.2,0,0.3,5,32,2,0,0,0,0,0,0.05,0,0.05,0.05
"Nott'ham Forest","Nicolò Savona",1,161,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0.01,0.01,0
"Nott'ham Forest","Matz Sels",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Jota Silva",0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Neco Williams",8,720,1,0,1,1,0,0,0.6,0.6,0.5,1.1,17,40,47,0.12,0,0.12,0.12,0.12,0.08,0.06,0.14,0.08
"Nott'ham Forest","Chris Wood",7,540,2,0,2,2,0,0,2.7,2.7,0.2,2.9,0,7,16,0.33,0,0.33,0.33,0.33,0.45,0.03,0.48,0.45
"Nott'ham Forest","Ryan Yates",1,91,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.03,0,0.03,0.03
"Nott'ham Forest","Oleksandr Zinchenko",3,253,0,0,0,0,0,0,0,0,0.5,0.5,6,22,7,0,0,0,0,0,0.02,0.16,0.18,0.02
"Sunderland","Simon Adingra",4,273,0,0,0,0,0,0,0.1,0.1,0.6,0.7,6,2,33,0,0,0,0,0,0.05,0.2,0.24,0.05
"Sunderland","Omar Alderete",7,668,1,1,2,1,0,0,0.6,0.6,0.1,0.7,10,31,2,0.13,0.13,0.27,0.13,0.27,0.08,0.01,0.09,0.08
"Sunderland","Daniel Ballard",4,402,1,0,1,1,0,0,0.6,0.6,0.6,1.2,1,7,2,0.22,0,0.22,0.22,0.22,0.13,0.14,0.27,0.13
"Sunderland","Brian Brobbey",0,76,0,1,1,0,0,0,0,0,0.1,0.1,2,2,2,0,1.18,1.18,0,1.18,0,0.14,0.14,0
"Sunderland","Habib Diarra",4,345,0,0,0,0,0,0,0.6,0.6,0,0.6,10,13,17,0,0,0,0,0,0.15,0.01,0.16,0.15
"Sunderland","Lutsharel Geertruida",1,167,0,0,0,0,0,0,0.7,0.7,0,0.7,3,2,0,0,0,0,0,0,0.36,0,0.36,0.36
"Sunderland","Marc Guiu",0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14,0,0.14,0.14
"Sunderland","Trai Hume",9,798,0,1,1,0,0,0,0.3,0.3,0.4,0.8,9,30,19,0,0.11,0.11,0,0.11,0.04,0.05,0.08,0.04
"Sunderland","Wilson Isidor",6,528,4,0,4,4,0,0,2.1,2.1,0,2.1,3,4,21,0.68,0,0.68,0.68,0.68,0.35,0,0.35,0.35
"Sunderland","Enzo Le Fée",6,540,1,0,1,0,1,1,0.9,0.1,0.5,0.6,8,14,29,0.17,0,0.17,0,0,0.14,0.08,0.22,0.01
"Sunderland","Reinildo Mandava",6,482,0,0,0,0,0,0,0,0,0,0,12,27,8,0,0,0,0,0,0,0,0,0
"Sunderland","Arthur Masuaku",2,126,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,5,5,0,0,0,0,0,0.05,0.05,0.1,0.05
"Sunderland","Eliezer Mayenda",3,260,1,0,1,1,0,0,0.5,0.5,0.5,0.9,3,3,8,0.35,0,0.35,0.35,0.35,0.16,0.16,0.33,0.16
"Sunderland","Nordi Mukiele",7,630,1,0,1,1,0,0,0.4,0.4,0.3,0.6,4,17,11,0.14,0,0.14,0.14,0.14,0.05,0.04,0.09,0.05
"Sunderland","Dan Neil",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sunderland","Chris Rigg",3,187,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,6,0,0,0,0,0,0.05,0.04,0.09,0.05
"Sunderland","Patrick Roberts",0,28,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.11,0,0.11,0.11
"Sunderland","Robin Roefs",9,810,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.02,0.02,0
"Sunderland","Noah Sadiki",9,801,0,0,0,0,0,0,0.1,0.1,0.2,0.3,14,23,24,0,0,0,0,0,0.01,0.02,0.03,0.01
"Sunderland","Jenson Seelt",1,134,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0
"Sunderland","Chemsdine Talbi",6,555,1,1,2,1,0,0,1,1,0.3,1.3,11,4,34,0.16,0.16,0.32,0.16,0.32,0.16,0.04,0.2,0.16
"Sunderland","Bertrand Traoré",3,215,0,0,0,0,0,0,0.3,0.3,0.7,1,2,2,17,0,0,0,0,0,0.14,0.3,0.43,0.14
"Sunderland","Granit Xhaka",9,810,0,3,3,0,0,0,0.3,0.3,1.1,1.4,2,50,8,0,0.33,0.33,0,0.33,0.04,0.12,0.16,0.04
"Tottenham","Rodrigo Bentancur",6,496,1,0,1,1,0,0,0.2,0.2,0.2,0.4,3,23,9,0.18,0,0.18,0.18,0.18,0.03,0.04,0.07,0.03
"Tottenham","Lucas Bergvall",4,377,1,1,2,1,0,0,0.6,0.6,0.3,0.8,9,18,23,0.24,0.24,0.48,0.24,0.48,0.13,0.06,0.19,0.13
"Tottenham","Kevin Danso",1,108,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
"Tottenham","Archie Gray",1,72,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0.03,0.03,0
"Tottenham","Brennan Johnson",3,274,2,0,2,2,0,0,1,1,0.2,1.1,8,6,19,0.66,0,0.66,0.66,0.66,0.31,0.06,0.37,0.31
"Tottenham","Randal Kolo Muani",0,12,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,1,0,1,1
"Tottenham","Mohammed Kudus",8,708,1,4,5,1,0,0,1.3,1.3,2,3.3,26,17,70,0.13,0.51,0.64,0.13,0.64,0.16,0.25,0.41,0.16
"Tottenham","Pape Matar Sarr",4,380,1,2,3,1,0,0,0.3,0.3,0.5,0.8,4,12,15,0.24,0.47,0.71,0.24,0.71,0.07,0.12,0.19,0.07
"Tottenham","Wilson Odobert",3,319,0,0,0,0,0,0,0.7,0.7,0.3,1.1,14,17,28,0,0,0,0,0,0.21,0.1,0.31,0.21
"Tottenham","João Palhinha",7,603,2,1,3,2,0,0,0.6,0.6,0.1,0.7,2,19,6,0.3,0.15,0.45,0.3,0.45,0.09,0.02,0.11,0.09
"Tottenham","Pedro Porro",7,637,0,0,0,0,0,0,0.1,0.1,0.8,0.9,16,39,18,0,0,0,0,0,0.02,0.11,0.12,0.02
"Tottenham","Richarlison",5,485,3,1,4,3,0,0,1.6,1.6,0.9,2.6,7,9,18,0.56,0.19,0.74,0.56,0.74,0.3,0.17,0.47,0.3
"Tottenham","Cristian Romero",7,630,0,1,1,0,0,0,0.1,0.1,0.2,0.2,2,32,0,0,0.14,0.14,0,0.14,0.01,0.02,0.04,0.01
"Tottenham","Xavi Simons",4,328,0,1,1,0,0,0,0.3,0.3,0.6,0.9,14,22,17,0,0.27,0.27,0,0.27,0.08,0.16,0.24,0.08
"Tottenham","Dominic Solanke",0,33,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,2,0,0,0,0,0,0.57,0,0.57,0.57
"Tottenham","Djed Spence",6,488,0,0,0,0,0,0,0.2,0.2,0.1,0.2,21,29,30,0,0,0,0,0,0.03,0.01,0.05,0.03
"Tottenham","Mathys Tel",3,238,1,0,1,1,0,0,0.2,0.2,0,0.2,4,3,14,0.38,0,0.38,0.38,0.38,0.08,0,0.08,0.08
"Tottenham","Destiny Udogie",3,303,0,0,0,0,0,0,0,0,0.2,0.3,15,21,29,0,0,0,0,0,0.01,0.07,0.08,0.01
"Tottenham","Micky van de Ven",8,709,1,0,1,1,0,0,0.8,0.8,0.1,0.9,5,23,2,0.13,0,0.13,0.13,0.13,0.1,0.01,0.11,0.1
"Tottenham","Guglielmo Vicario",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Nayef Aguerd",2,180,0,0,0,0,0,0,0.1,0.1,0,0.1,2,9,0,0,0,0,0,0,0.05,0,0.05,0.05
"West Ham","Alphonse Areola",5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Jarrod Bowen",9,810,3,1,4,3,0,0,1,1,1.4,2.4,27,18,67,0.33,0.11,0.44,0.33,0.44,0.12,0.15,0.27,0.12
"West Ham","El Hadji Malick Diouf",8,765,0,3,3,0,0,0,0.2,0.2,0.7,1,12,26,38,0,0.35,0.35,0,0.35,0.03,0.09,0.11,0.03
"West Ham","Mateus Fernandes",6,469,1,0,1,1,0,0,0.3,0.3,0.6,0.8,7,15,7,0.19,0,0.19,0.19,0.19,0.05,0.11,0.15,0.05
"West Ham","Niclas Füllkrug",5,379,0,0,0,0,0,0,0.8,0.8,0.6,1.3,1,5,15,0,0,0,0,0,0.19,0.13,0.32,0.19
"West Ham","Luis Guilherme",0,57,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.11,0,0.11,0.11
"West Ham","Mads Hermansen",4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Igor",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Andy Irving",2,150,0,0,0,0,0,0,0,0,0.1,0.1,2,12,2,0,0,0,0,0,0,0.07,0.07,0
"West Ham","Max Kilman",9,810,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,20,1,0,0,0,0,0,0.04,0.02,0.06,0.04
"West Ham","Soungoutou Magassa",2,173,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
"West Ham","Callum Marshall",0,60,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.19,0,0.19,0.19
"West Ham","Konstantinos Mavropanos",5,495,0,0,0,0,0,0,0.4,0.4,0,0.4,2,17,0,0,0,0,0,0,0.07,0,0.07,0.07
"West Ham","Lucas Paquetá",9,786,2,0,2,1,1,1,1.7,0.9,0.9,1.8,4,60,37,0.23,0,0.23,0.11,0.11,0.19,0.1,0.29,0.1
"West Ham","Freddie Potts",0,134,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"West Ham","Guido Rodríguez",1,90,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.03,0,0.03,0.03
"West Ham","Oliver Scarles",2,69,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"West Ham","Tomáš Souček",5,366,0,0,0,0,0,0,0.5,0.5,0,0.5,1,10,7,0,0,0,0,0,0.12,0.01,0.13,0.12
"West Ham","Crysencio Summerville",6,480,0,1,1,0,0,0,0.6,0.6,0.2,0.8,12,16,33,0,0.19,0.19,0,0.19,0.12,0.04,0.16,0.12
"West Ham","Jean-Clair Todibo",4,306,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0
"West Ham","Kyle Walker-Peters",5,450,0,0,0,0,0,0,0.1,0.1,0.1,0.2,12,16,19,0,0,0,0,0,0.03,0.02,0.04,0.03
"West Ham","Aaron Wan-Bissaka",4,381,0,0,0,0,0,0,0,0,0.2,0.2,8,13,23,0,0,0,0,0,0,0.05,0.05,0
"West Ham","James Ward-Prowse",5,413,0,0,0,0,0,0,0.1,0.1,0.9,1,1,20,8,0,0,0,0,0,0.03,0.2,0.23,0.03
"West Ham","Callum Wilson",1,239,1,0,1,1,0,0,1.2,1.2,0,1.2,2,1,15,0.38,0,0.38,0.38,0.38,0.45,0.02,0.46,0.45
"Wolves","Emmanuel Agbadou",5,526,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,26,5,0,0,0,0,0,0.07,0.02,0.09,0.07
"Wolves","André",6,533,0,0,0,0,0,0,0,0,0,0,6,24,3,0,0,0,0,0,0.01,0,0.01,0.01
"Wolves","Jhon Arias",5,435,0,0,0,0,0,0,0.7,0.7,0.4,1.1,8,17,21,0,0,0,0,0,0.14,0.09,0.22,0.14
"Wolves","Tolu Arokodare",2,178,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,0,9,0,0,0,0,0,0.17,0.07,0.24,0.17
"Wolves","Jean-Ricner Bellegarde",3,255,0,0,0,0,0,0,0.2,0.2,0.3,0.5,9,17,8,0,0,0,0,0,0.07,0.1,0.17,0.07
"Wolves","Hugo Bueno",5,530,0,0,0,0,0,0,0.1,0.1,0.8,1,17,12,39,0,0,0,0,0,0.02,0.14,0.17,0.02
"Wolves","Santiago Bueno",4,395,1,0,1,1,0,0,0.8,0.8,0.1,0.8,1,14,1,0.23,0,0.23,0.23,0.23,0.17,0.01,0.18,0.17
"Wolves","Matt Doherty",4,291,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,9,3,0,0,0,0,0,0.02,0.02,0.04,0.02
"Wolves","João Gomes",8,677,0,0,0,0,0,0,0.3,0.3,0.2,0.6,9,44,13,0,0,0,0,0,0.05,0.03,0.07,0.05
"Wolves","Rodrigo Gomes",3,241,1,0,1,1,0,0,0.7,0.7,0.1,0.8,8,4,23,0.37,0,0.37,0.37,0.37,0.27,0.03,0.3,0.27
"Wolves","Toti Gomes",5,390,0,0,0,0,0,0,0,0,0,0.1,5,10,1,0,0,0,0,0,0.01,0.01,0.02,0.01
"Wolves","Hwang Hee-chan",4,277,1,0,1,1,0,0,0.6,0.6,0,0.7,5,7,14,0.32,0,0.32,0.32,0.32,0.21,0.01,0.22,0.21
"Wolves","Ki-Jana Hoever",2,130,0,0,0,0,0,0,0,0,0.2,0.3,1,2,9,0,0,0,0,0,0.01,0.17,0.19,0.01
"Wolves","Sam Johnstone",4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolves","Sasa Kalajdzic",0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Wolves","Ladislav Krejčí",5,450,1,0,1,1,0,0,0.8,0.8,0.2,1,3,24,3,0.2,0,0.2,0.2,0.2,0.16,0.04,0.19,0.16
"Wolves","Fer López",1,120,0,1,1,0,0,0,0.1,0.1,0.7,0.9,5,14,10,0,0.75,0.75,0,0.75,0.1,0.56,0.66,0.1
"Wolves","Yerson Mosquera",2,137,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,1,0,0,0,0,0,0.03,0,0.03,0.03
"Wolves","Marshall Munetsi",6,609,0,1,1,0,0,0,0.7,0.7,0.5,1.2,5,11,25,0,0.15,0.15,0,0.15,0.11,0.07,0.18,0.11
"Wolves","David Møller Wolfe",2,145,0,1,1,0,0,0,0,0,0.3,0.3,3,3,8,0,0.62,0.62,0,0.62,0,0.17,0.17,0
"Wolves","José Sá",4,360,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.02,0.02,0
"Wolves","Jørgen Strand Larsen",5,452,0,0,0,0,0,0,0.7,0.7,0.3,1,2,3,15,0,0,0,0,0,0.14,0.06,0.2,0.14
"Wolves","Jackson Tchatchoua",3,372,0,0,0,0,0,0,0.3,0.3,0.1,0.4,8,4,30,0,0,0,0,0,0.06,0.03,0.09,0.06
